Applicant_ID,Applicant_Age,Gender,Marital_Status,Dependents,Education_Level,Employment_Status,Annual_Income_Lakhs,Credit_Score,Loan_Amount_Lakhs,Loan_Term_Years,Interest_Rate_Percent,Down_Payment_Percent,Loan_Type,Property_Location,Property_Value_Lakhs,Property_Type,Existing_Loans_Amount,EMI_Affordability_Percent,Prior_Relationship_Years,Loan_Approval_Status,Application_Date
5030,33,Other,Single,3,Postgraduate,Self-Employed,44.87,518,62.78,10,8.59,21.43,Refinance,Urban,113.23,Independent House,49.04,23.92,18,Approved,09-11-2021
5031,42,Female,Widowed,3,Postgraduate,Self-Employed,41.19,402,90.67,15,10.34,5.19,Construction,Semi-Urban,45.27,Plot,45.57,14.13,16,Approved,21-06-2020
5032,56,Other,Married,3,Graduate,Salaried,32.97,327,72.41,30,9.43,27.82,Refinance,Semi-Urban,103.41,Plot,17.45,41.45,9,Approved,23-02-2024
5033,59,Female,Single,0,High School,Unemployed,30.16,482,76.22,20,10.12,17.76,Home Purchase,Rural,289.76,Apartment,41.81,17.03,14,Approved,23-12-2021
5034,54,Female,Single,4,High School,Salaried,37.88,767,7.97,25,7.51,27.49,Refinance,Urban,272.77,Plot,32.57,38.38,6,Rejected,04-06-2019
5035,39,Male,Widowed,1,High School,Salaried,30.93,620,112.23,20,7.65,29.82,Refinance,Urban,144.93,Independent House,15.73,27.48,8,Rejected,17-08-2022
5036,27,Male,Single,2,Graduate,Unemployed,35.05,417,124.41,25,7.6,8.11,Refinance,Semi-Urban,289.99,Apartment,10.44,33.88,10,Approved,22-11-2020
5037,21,Male,Widowed,2,High School,Unemployed,47.46,573,110.48,20,9.68,9.18,Refinance,Rural,257.03,Independent House,2.38,45.81,9,Approved,25-04-2022
5038,35,Other,Single,2,Graduate,Self-Employed,25.4,826,15.67,20,10.8,16.33,Construction,Rural,104.43,Apartment,39.14,10.59,1,Approved,22-03-2018
5039,60,Male,Single,1,High School,Self-Employed,13.74,720,91.36,15,6.74,20.26,Refinance,Urban,55.34,Apartment,17.18,48.7,3,Rejected,03-02-2022
5040,31,Other,Married,3,Postgraduate,Salaried,32.78,586,54.51,20,10.36,12.79,Construction,Rural,35.34,Independent House,8.16,39.37,19,Approved,17-04-2025
5041,39,Other,Married,4,Graduate,Unemployed,40.72,660,135.98,10,6.82,15.48,Construction,Semi-Urban,46.38,Apartment,49.85,14.58,4,Rejected,14-08-2018
5042,61,Other,Divorced,0,Postgraduate,Salaried,46.5,721,119.27,15,8.47,24.13,Refinance,Urban,47.01,Independent House,45.47,21.31,19,Rejected,13-06-2023
5043,41,Male,Divorced,2,Postgraduate,Salaried,11.55,375,18.29,25,9.34,9.12,Refinance,Semi-Urban,33.19,Apartment,16.41,47.16,13,Approved,29-10-2019
5044,47,Other,Single,4,Doctorate,Unemployed,44.8,568,144.67,20,8.85,7.5,Construction,Urban,273.64,Apartment,31.65,13.5,18,Approved,03-02-2023
5045,39,Female,Widowed,2,Doctorate,Salaried,39.79,645,19.99,20,10.02,26.25,Refinance,Rural,139.99,Plot,47.68,9.79,18,Approved,11-11-2024
5046,47,Male,Single,1,High School,Unemployed,19.11,348,27.17,20,7.18,18.19,Home Purchase,Urban,66.92,Independent House,16.57,39.66,12,Approved,05-02-2019
5047,51,Other,Married,2,Postgraduate,Self-Employed,10.42,368,129.53,10,8.16,25.27,Refinance,Rural,50.26,Plot,7.64,34.25,1,Approved,22-09-2018
5048,39,Male,Divorced,4,Postgraduate,Unemployed,16.92,771,32.83,20,9.85,13.16,Refinance,Rural,145.63,Independent House,45.75,16.96,13,Approved,05-12-2023
5049,54,Male,Married,3,Postgraduate,Salaried,30.57,518,122.42,30,9.69,13.54,Construction,Semi-Urban,280.6,Independent House,49.28,16.81,12,Rejected,15-06-2024
5050,24,Other,Divorced,4,High School,Unemployed,17.02,482,56.39,20,10.77,28.78,Refinance,Rural,207.3,Apartment,33.72,25.09,0,Rejected,15-12-2024
5051,32,Other,Single,2,Graduate,Unemployed,42.61,301,116.01,30,9.08,18.47,Home Purchase,Urban,141.37,Independent House,9.82,12.15,12,Rejected,15-04-2022
5052,56,Male,Single,1,Postgraduate,Self-Employed,32.46,509,112.22,20,9.92,11.86,Construction,Urban,290.6,Apartment,32.35,41.34,0,Approved,22-12-2024
5053,50,Female,Married,3,Doctorate,Salaried,21.26,495,44.24,25,7.37,20.1,Home Purchase,Urban,44.13,Apartment,42.03,13.48,5,Approved,05-02-2024
5054,50,Female,Single,0,High School,Self-Employed,7.92,720,126.28,15,9.07,27.45,Construction,Semi-Urban,102.19,Independent House,5.34,30.86,19,Rejected,09-01-2020
5055,21,Other,Single,2,Doctorate,Self-Employed,48.31,820,115.32,25,8,14.42,Construction,Urban,87.88,Apartment,18.69,14.13,15,Rejected,10-04-2018
5056,21,Other,Married,0,Doctorate,Self-Employed,44.66,822,117.65,25,10.07,21.59,Home Purchase,Semi-Urban,117.36,Independent House,46.51,48.78,10,Approved,08-02-2023
5057,38,Other,Divorced,2,Doctorate,Salaried,12.75,688,18.67,10,8.13,13.6,Refinance,Urban,46.76,Independent House,2.5,40.54,17,Rejected,22-08-2023
5058,49,Female,Widowed,2,High School,Salaried,48.84,680,11.3,20,9.38,17.71,Construction,Semi-Urban,267.41,Plot,8.35,17.86,17,Approved,22-10-2023
5059,56,Male,Widowed,1,Doctorate,Salaried,17.02,601,15.89,30,7.43,8.31,Construction,Urban,90.11,Plot,8.78,42.18,16,Approved,02-09-2019
5060,56,Female,Married,2,Graduate,Salaried,33.86,475,44.85,25,10.14,20.88,Home Purchase,Urban,205.75,Plot,6.59,48.42,6,Rejected,11-07-2024
5061,58,Male,Widowed,4,Doctorate,Unemployed,30.96,673,125.4,20,7.35,8.08,Refinance,Rural,33.57,Independent House,6.42,18.33,9,Rejected,15-12-2020
5062,58,Male,Married,2,Doctorate,Unemployed,37.25,449,132.05,25,8.65,10.5,Home Purchase,Semi-Urban,216.65,Plot,11.81,40.76,9,Rejected,08-03-2023
5063,39,Male,Widowed,0,High School,Unemployed,35.57,638,103.12,15,10.03,10.17,Construction,Urban,158.91,Apartment,20.69,28.56,9,Approved,21-10-2021
5064,53,Male,Married,2,Graduate,Salaried,39.96,825,26.25,15,7.52,20.54,Home Purchase,Semi-Urban,248.15,Independent House,43.3,47.5,14,Approved,26-07-2025
5065,61,Female,Divorced,3,High School,Self-Employed,40.18,663,147.19,20,8.37,11.24,Construction,Rural,228.34,Independent House,35.24,5.48,5,Approved,11-08-2023
5066,22,Other,Widowed,1,High School,Self-Employed,13.52,305,140.07,15,6.61,27.65,Construction,Urban,261.51,Apartment,9.01,29.17,9,Rejected,31-10-2018
5067,53,Other,Widowed,4,Graduate,Unemployed,17.05,648,132.77,15,7.91,25.18,Refinance,Urban,238.96,Independent House,49.92,6.23,7,Approved,23-08-2023
5068,32,Male,Married,2,Doctorate,Unemployed,14.71,630,121.65,30,9.33,26.88,Refinance,Semi-Urban,268.03,Plot,25.81,6.51,1,Rejected,03-06-2021
5069,62,Female,Widowed,3,Graduate,Unemployed,21.42,662,117.92,20,9.62,17.85,Construction,Rural,231.32,Plot,4.4,35.29,0,Approved,11-09-2022
5070,62,Other,Divorced,4,Postgraduate,Salaried,21.99,450,119.59,20,8.84,8.83,Refinance,Semi-Urban,176.67,Independent House,28.54,19.16,3,Approved,19-04-2024
5071,35,Male,Single,3,Graduate,Unemployed,13.53,343,28.28,10,7.65,21.5,Refinance,Urban,198.49,Independent House,7.81,35.21,2,Rejected,30-06-2019
5072,28,Female,Married,0,High School,Salaried,25.7,546,112.94,25,6.96,23.13,Refinance,Rural,94.49,Apartment,0.55,34.55,18,Rejected,29-04-2019
5073,63,Other,Single,3,Postgraduate,Unemployed,37.63,462,49.85,20,7.09,20.35,Construction,Rural,195.67,Apartment,40.5,40.11,4,Rejected,12-07-2023
5074,48,Male,Divorced,3,Postgraduate,Unemployed,37.8,799,17.06,15,7.26,23.74,Construction,Rural,262.97,Plot,27.47,28.02,18,Approved,10-12-2022
5075,26,Male,Married,3,Postgraduate,Salaried,3.97,648,132.29,15,9.98,7.73,Refinance,Urban,206.73,Apartment,33.83,12.69,17,Approved,19-04-2020
5076,60,Other,Single,1,High School,Self-Employed,24.19,511,59.32,25,8.3,26.56,Construction,Rural,282.94,Plot,31.09,8.94,5,Rejected,04-10-2025
5077,42,Female,Divorced,2,Graduate,Unemployed,8.8,803,99.12,10,10.68,29.2,Home Purchase,Semi-Urban,108.65,Independent House,17.71,11.86,19,Rejected,15-10-2024
5078,52,Female,Single,1,Graduate,Self-Employed,25.32,452,41.25,10,8.82,18.37,Refinance,Urban,78.79,Plot,13.7,22.6,9,Approved,30-01-2022
5079,47,Female,Widowed,3,Graduate,Salaried,48.76,459,45.21,25,9.78,21.07,Home Purchase,Semi-Urban,123.68,Plot,35.29,12.82,2,Approved,28-10-2019
5080,24,Other,Married,3,High School,Self-Employed,34.11,690,42.22,10,10.99,7.58,Refinance,Urban,112.45,Plot,44.38,42.42,14,Approved,19-09-2022
5081,53,Female,Married,3,Doctorate,Self-Employed,33.54,591,42.17,10,6.9,14.14,Home Purchase,Urban,214.2,Apartment,38.63,36.34,15,Approved,10-05-2025
5082,51,Male,Married,1,High School,Self-Employed,12.49,312,12.35,15,7.31,5.89,Construction,Urban,72.22,Apartment,43.96,39.78,4,Rejected,20-06-2023
5083,47,Other,Divorced,0,Postgraduate,Self-Employed,28.72,820,8.37,30,6.57,5.54,Construction,Urban,169.1,Apartment,33.26,49.33,2,Approved,17-05-2021
5084,30,Male,Widowed,4,Doctorate,Unemployed,24.52,713,63.51,15,10.79,18.86,Refinance,Semi-Urban,87.79,Apartment,18.29,15.72,7,Rejected,04-02-2022
5085,54,Other,Divorced,0,Postgraduate,Self-Employed,32.19,699,51.24,20,8.08,11.41,Refinance,Urban,158.05,Apartment,34.98,32.48,8,Approved,06-01-2019
5086,63,Other,Single,1,Graduate,Unemployed,41.48,759,146.8,20,9.05,12.76,Refinance,Rural,186.61,Independent House,11.87,26.56,11,Rejected,21-08-2023
5087,59,Female,Widowed,1,Postgraduate,Unemployed,23.46,404,27.78,15,10.06,26.57,Construction,Semi-Urban,76.13,Plot,22.1,37.84,4,Approved,21-09-2022
5088,54,Other,Widowed,2,Doctorate,Salaried,7.01,524,142.26,15,6.86,7.46,Construction,Rural,91.81,Plot,47.39,19.32,6,Rejected,01-11-2023
5089,25,Other,Divorced,0,Graduate,Self-Employed,11.55,821,89.62,15,9.67,16.5,Construction,Urban,124.71,Apartment,21.96,15.46,11,Approved,27-07-2018
5090,57,Male,Divorced,4,High School,Unemployed,17.01,320,145.23,15,7.59,29.39,Construction,Rural,166.91,Independent House,13.78,16.22,14,Approved,03-08-2024
5091,38,Male,Widowed,3,Doctorate,Salaried,45.18,768,14.35,15,10.83,14.59,Home Purchase,Rural,85.12,Independent House,33.57,17.7,9,Rejected,22-11-2018
5092,56,Male,Married,0,Doctorate,Unemployed,18.23,785,91.26,10,7.59,19.83,Construction,Urban,234.05,Apartment,33.74,40.2,8,Approved,15-10-2022
5093,25,Male,Widowed,0,Graduate,Salaried,12.93,785,130.94,25,8.89,6.86,Construction,Rural,46.56,Apartment,44.46,5.12,11,Approved,23-10-2024
5094,40,Male,Single,3,High School,Salaried,22.01,536,69.99,30,7.6,23.24,Construction,Rural,47.3,Independent House,1.72,38.1,2,Approved,18-10-2023
5095,63,Other,Widowed,3,High School,Salaried,38.83,745,129.69,10,8.66,27.45,Refinance,Semi-Urban,93.52,Apartment,7.59,38.08,2,Rejected,10-09-2023
5096,50,Male,Single,4,High School,Unemployed,25.01,333,50.25,25,7.2,16.57,Construction,Rural,55.22,Apartment,12.71,25.41,5,Approved,01-08-2020
5097,49,Female,Single,0,Doctorate,Self-Employed,46.26,827,6.82,30,9.98,23.97,Home Purchase,Urban,187.48,Plot,38.09,12.7,18,Approved,10-06-2019
5098,44,Male,Divorced,3,Postgraduate,Unemployed,18.77,595,17.76,20,6.93,10.03,Home Purchase,Urban,204.25,Apartment,19.02,44.02,11,Approved,25-10-2019
5099,54,Female,Divorced,2,Postgraduate,Self-Employed,31.94,809,53.69,20,9.9,13.62,Home Purchase,Semi-Urban,89.34,Plot,31.85,42.42,5,Approved,20-09-2021
5100,24,Other,Married,1,Postgraduate,Self-Employed,21.63,584,98.46,10,6.58,21.73,Home Purchase,Semi-Urban,288.89,Plot,25.52,48.46,12,Approved,23-09-2022
5101,38,Male,Married,0,Doctorate,Salaried,43.53,439,137.21,25,8.04,21.19,Refinance,Rural,264.27,Independent House,24.45,6.95,7,Approved,26-05-2025
5102,27,Female,Divorced,0,Doctorate,Salaried,23.38,384,7.67,15,10.48,29.75,Refinance,Rural,216.98,Plot,33.15,16.07,17,Rejected,10-08-2019
5103,33,Female,Single,3,High School,Unemployed,14.08,701,128.5,30,6.61,10.5,Refinance,Rural,174.2,Independent House,9.78,24.32,14,Approved,17-04-2018
5104,34,Female,Divorced,4,Postgraduate,Salaried,41.8,809,134.85,15,10.64,22.51,Construction,Urban,267.52,Plot,39.56,39.72,11,Approved,27-05-2024
5105,63,Female,Married,4,Postgraduate,Salaried,24.18,651,135.76,30,8.12,24.2,Construction,Urban,171.03,Apartment,5.41,12.78,10,Approved,29-05-2023
5106,64,Other,Single,3,High School,Unemployed,24.2,655,105.69,25,8.05,25.55,Refinance,Urban,142.23,Independent House,36.62,26.96,7,Rejected,23-12-2024
5107,63,Male,Single,4,Graduate,Self-Employed,3.64,501,131.8,10,7.6,19.52,Construction,Rural,290.54,Apartment,28.7,30.84,12,Approved,08-04-2020
5108,48,Other,Widowed,4,Doctorate,Unemployed,28.93,637,40.96,25,10.67,28.61,Construction,Semi-Urban,102.77,Independent House,13.4,11.47,18,Approved,26-01-2018
5109,38,Male,Widowed,2,Graduate,Unemployed,16.15,322,122.13,20,9.97,11.66,Construction,Semi-Urban,46.64,Apartment,4.74,9.49,15,Approved,28-02-2022
5110,45,Male,Married,0,Doctorate,Self-Employed,36.24,309,23.48,10,6.51,21.78,Home Purchase,Rural,245.37,Plot,32.99,21.77,3,Rejected,09-08-2023
5111,26,Female,Single,0,Postgraduate,Self-Employed,40.67,720,35.56,30,6.6,16,Construction,Semi-Urban,200.63,Plot,6.11,40.84,5,Approved,23-05-2024
5112,28,Other,Single,0,Doctorate,Unemployed,29.33,671,72.08,30,8.11,15.83,Home Purchase,Semi-Urban,70.57,Apartment,5.39,33.85,1,Approved,17-05-2023
5113,59,Other,Divorced,0,Postgraduate,Salaried,14.96,685,118.07,30,10.93,12.21,Home Purchase,Rural,39.75,Plot,23.42,11.25,9,Approved,10-08-2018
5114,26,Male,Single,1,Graduate,Unemployed,3,476,40.03,10,7.47,9.9,Home Purchase,Rural,96.46,Apartment,16.4,35.72,0,Approved,24-02-2022
5115,29,Other,Single,0,Graduate,Unemployed,17.7,614,60.73,10,7.57,22.91,Refinance,Urban,263.19,Apartment,22.49,12.62,17,Approved,23-01-2022
5116,21,Male,Widowed,3,High School,Salaried,30.37,379,39.54,15,7.82,23.13,Refinance,Urban,249.54,Independent House,9.38,8.53,13,Approved,15-02-2018
5117,31,Other,Single,4,Postgraduate,Self-Employed,9.47,556,130.05,20,9.43,9.51,Construction,Semi-Urban,34.46,Independent House,44.18,44.52,1,Approved,25-03-2022
5118,40,Female,Divorced,0,High School,Unemployed,4.11,652,88.21,25,7.13,18.6,Refinance,Urban,144.87,Plot,21.63,47.55,13,Approved,30-11-2020
5119,25,Female,Widowed,4,Graduate,Self-Employed,18.4,367,85.99,15,10.79,13.31,Refinance,Semi-Urban,182.74,Independent House,44.55,16.92,13,Approved,21-07-2019
5120,33,Female,Divorced,3,High School,Self-Employed,26.3,348,113.32,15,6.92,19.66,Refinance,Semi-Urban,210.59,Apartment,49.06,43.46,12,Approved,03-08-2024
5121,54,Female,Widowed,3,Doctorate,Self-Employed,26.79,822,26.22,15,9,24.81,Refinance,Urban,95.06,Apartment,19.43,13.66,13,Rejected,23-04-2022
5122,28,Other,Divorced,4,High School,Self-Employed,39.24,763,52.5,30,7.32,7.8,Refinance,Rural,131.27,Plot,34.26,30.55,7,Rejected,05-09-2024
5123,55,Other,Divorced,1,Postgraduate,Self-Employed,48.56,780,129.47,15,7.06,29.69,Construction,Rural,108.06,Apartment,35.94,6.3,3,Approved,20-09-2018
5124,56,Male,Widowed,4,Doctorate,Salaried,10.34,818,102.54,25,8.62,27.55,Construction,Urban,192.69,Apartment,4.09,43.91,12,Approved,08-11-2023
5125,23,Male,Divorced,4,High School,Unemployed,27.55,410,105.64,20,9.75,12.59,Construction,Urban,45.07,Plot,5.15,6.94,8,Approved,01-03-2018
5126,61,Female,Widowed,0,Graduate,Self-Employed,4,699,93.25,20,8.97,11.34,Construction,Rural,144.87,Apartment,8.75,32.04,2,Rejected,04-03-2020
5127,27,Other,Married,4,Postgraduate,Unemployed,36.5,465,33.15,15,8.31,6.89,Refinance,Urban,240.36,Apartment,17.69,6.17,6,Approved,22-09-2021
5128,50,Other,Married,0,Postgraduate,Self-Employed,25.4,687,88.33,20,8.24,20.65,Home Purchase,Urban,159.86,Independent House,22.3,7.92,4,Approved,24-11-2024
5129,35,Male,Married,2,High School,Self-Employed,37.07,361,94.37,15,10.19,29.58,Construction,Rural,157.89,Independent House,28.98,27.88,9,Rejected,23-04-2021
5130,42,Other,Widowed,4,High School,Unemployed,9.39,433,115.25,20,10.78,6.67,Refinance,Rural,292.04,Independent House,47.78,35.72,2,Approved,16-02-2023
5131,26,Other,Divorced,1,Doctorate,Unemployed,44.03,366,113.55,30,10.55,8.04,Home Purchase,Urban,181.95,Apartment,42.86,40.71,14,Rejected,20-02-2018
5132,64,Female,Divorced,2,Doctorate,Salaried,42.3,823,93.75,10,10.22,10.26,Home Purchase,Urban,217.81,Independent House,14,34.84,1,Approved,27-12-2022
5133,34,Male,Single,4,Postgraduate,Unemployed,22.55,372,77.18,25,9.79,18.75,Home Purchase,Urban,243.6,Apartment,6.84,23.4,10,Rejected,01-08-2020
5134,37,Male,Divorced,3,Postgraduate,Unemployed,5.8,823,94.85,20,6.56,18.36,Home Purchase,Semi-Urban,231.31,Apartment,20.08,9.12,9,Rejected,03-02-2018
5135,38,Male,Single,0,Graduate,Salaried,43.39,789,83.25,15,6.94,9.03,Construction,Semi-Urban,109.66,Plot,10.6,19.34,12,Approved,04-11-2023
5136,49,Other,Divorced,3,High School,Unemployed,47.81,569,73.59,10,7.83,13.87,Home Purchase,Semi-Urban,56.35,Plot,23.44,41,4,Rejected,09-09-2022
5137,24,Female,Widowed,2,High School,Self-Employed,42.1,332,134.35,15,8.18,13.94,Refinance,Semi-Urban,235.74,Independent House,29.88,8.72,12,Approved,15-03-2025
5138,38,Other,Married,2,Postgraduate,Unemployed,29.24,359,44.93,30,10.24,25.71,Home Purchase,Urban,251.41,Plot,22.53,38.86,13,Rejected,23-01-2019
5139,35,Female,Divorced,2,Doctorate,Salaried,6.81,761,125.13,10,8.54,10.89,Refinance,Rural,278.26,Independent House,42.99,13.31,4,Approved,11-03-2020
5140,37,Female,Single,2,Doctorate,Salaried,20.41,590,110.05,10,8.8,18.4,Refinance,Rural,264.74,Independent House,35.43,38.34,16,Rejected,26-09-2022
5141,60,Other,Divorced,4,High School,Salaried,30.67,598,33.42,10,7.33,9.16,Refinance,Semi-Urban,78.92,Apartment,0.77,40.43,10,Approved,03-03-2022
5142,62,Male,Widowed,0,Doctorate,Salaried,41.49,502,145.27,25,6.89,23.7,Refinance,Semi-Urban,273.24,Apartment,38.55,40.75,9,Rejected,04-07-2024
5143,46,Female,Married,3,High School,Unemployed,20,333,145.24,30,6.83,29.24,Construction,Rural,139.9,Independent House,33.56,39.32,3,Approved,12-01-2023
5144,23,Other,Married,1,Postgraduate,Self-Employed,16.52,444,92.89,20,7.12,18.64,Refinance,Urban,162.66,Independent House,26.14,41,6,Approved,28-07-2019
5145,24,Male,Married,4,Postgraduate,Salaried,37.28,375,89.67,25,10.38,16.19,Home Purchase,Semi-Urban,258.87,Apartment,5.17,11.83,0,Approved,29-04-2019
5146,37,Other,Divorced,2,Doctorate,Self-Employed,25.7,691,39.71,15,9.64,5.53,Refinance,Semi-Urban,102.09,Independent House,30.76,46.83,16,Approved,08-02-2020
5147,21,Other,Widowed,3,High School,Unemployed,11.26,526,9.88,15,6.9,9.41,Home Purchase,Semi-Urban,42.89,Apartment,26.11,29.38,11,Rejected,15-02-2025
5148,43,Male,Divorced,1,High School,Self-Employed,16.91,746,50.28,30,8.21,5.88,Construction,Semi-Urban,42.92,Plot,10.74,10.26,12,Approved,03-05-2025
5149,35,Female,Widowed,4,Doctorate,Self-Employed,48.3,407,146.6,20,6.88,15.95,Refinance,Semi-Urban,265.2,Independent House,47.19,30.63,4,Approved,29-01-2019
5150,23,Female,Married,2,High School,Self-Employed,24.32,635,110.22,15,8.26,18.45,Refinance,Rural,134.76,Apartment,43.5,11.66,14,Approved,12-01-2021
5151,45,Other,Married,0,High School,Unemployed,4.01,809,96.22,25,7.84,12.3,Home Purchase,Semi-Urban,197.16,Independent House,0.64,28.39,7,Approved,21-04-2019
5152,40,Female,Divorced,1,Postgraduate,Self-Employed,32.05,340,147.01,20,7.31,10.03,Refinance,Urban,246.32,Plot,26.88,19.81,10,Approved,02-01-2025
5153,24,Other,Single,2,Graduate,Self-Employed,4.4,846,118.22,30,9.71,12.1,Home Purchase,Rural,70.66,Plot,30.53,49.24,5,Rejected,13-12-2020
5154,25,Female,Married,2,Graduate,Unemployed,11.39,543,37.08,10,8.87,16.54,Construction,Rural,60.29,Apartment,9.19,44.9,13,Approved,23-02-2025
5155,55,Female,Single,0,High School,Salaried,29.42,607,144.09,25,7.99,20.58,Construction,Urban,130.08,Apartment,29.37,9.62,0,Approved,03-10-2021
5156,64,Male,Married,0,Postgraduate,Self-Employed,38.34,611,144.99,30,10.36,10.54,Home Purchase,Urban,240.15,Apartment,41.23,37.38,13,Approved,06-02-2020
5157,54,Male,Married,2,Doctorate,Self-Employed,47.36,845,36.22,25,7.19,28.74,Refinance,Semi-Urban,255.32,Independent House,20.54,6.99,19,Approved,03-01-2019
5158,22,Female,Single,4,High School,Self-Employed,24.8,748,140.54,15,9.34,19.7,Refinance,Urban,299.33,Plot,20.55,48.88,8,Approved,30-09-2025
5159,63,Other,Widowed,2,Doctorate,Salaried,46.59,367,90.85,30,8.27,17.33,Construction,Semi-Urban,208.43,Independent House,20.02,21.62,1,Approved,10-06-2018
5160,46,Male,Widowed,4,High School,Self-Employed,6.58,373,36.24,30,9.06,13.3,Construction,Urban,287.81,Apartment,19.85,36.87,6,Approved,22-06-2018
5161,39,Female,Divorced,2,Postgraduate,Unemployed,10.35,796,134.38,30,8.54,10.58,Refinance,Urban,137.81,Independent House,48.96,7.74,18,Rejected,08-07-2021
5162,30,Other,Divorced,2,Postgraduate,Salaried,27.11,637,40.04,20,7.29,13.65,Refinance,Semi-Urban,299.62,Apartment,19.8,38.88,5,Approved,28-06-2023
5163,46,Other,Single,0,Graduate,Salaried,14.69,678,119.55,15,10.13,7.35,Home Purchase,Semi-Urban,30.55,Plot,41.05,36.28,1,Rejected,03-05-2024
5164,42,Male,Divorced,4,Postgraduate,Self-Employed,42.06,691,74.43,30,9.03,12.86,Home Purchase,Rural,61.33,Independent House,35.96,35.75,16,Approved,22-01-2018
5165,55,Other,Widowed,1,Graduate,Salaried,34.29,773,32.64,30,8.58,20.9,Home Purchase,Rural,84.66,Independent House,48.09,45.76,3,Approved,29-05-2018
5166,57,Other,Widowed,3,Postgraduate,Self-Employed,14.41,734,139.34,10,9.22,27.34,Home Purchase,Rural,238.55,Independent House,29.47,34.64,14,Approved,27-01-2018
5167,36,Other,Married,2,Postgraduate,Salaried,3.93,487,75.96,10,6.53,7.01,Construction,Semi-Urban,283.74,Independent House,24.66,31.48,3,Approved,06-10-2019
5168,35,Male,Widowed,1,High School,Salaried,39.43,410,21.97,10,10.58,8.45,Refinance,Rural,207.49,Independent House,28.39,7.45,16,Approved,19-05-2018
5169,49,Other,Married,2,High School,Unemployed,2.25,414,21.81,10,8.98,28.19,Refinance,Semi-Urban,202.76,Independent House,27.36,15.78,8,Rejected,20-04-2021
5170,34,Other,Widowed,2,Doctorate,Salaried,35.43,418,118.28,30,10.4,15.38,Refinance,Urban,165.41,Plot,45.68,45.16,4,Approved,23-11-2018
5171,41,Other,Widowed,1,Doctorate,Salaried,32.7,832,84,10,7.24,10.84,Construction,Semi-Urban,223.5,Plot,21.25,40,10,Approved,05-09-2018
5172,30,Other,Married,1,Graduate,Salaried,24.26,787,124.64,25,7.98,12.48,Home Purchase,Rural,291.84,Independent House,41.72,33.37,14,Approved,14-07-2021
5173,45,Female,Single,0,Postgraduate,Self-Employed,34.93,729,8.18,30,10.86,5.65,Home Purchase,Rural,91.08,Independent House,13.13,31.24,19,Approved,26-12-2021
5174,30,Other,Widowed,3,Doctorate,Salaried,7.43,643,7.51,25,10.76,20.22,Refinance,Rural,211.38,Plot,33.79,41.45,18,Rejected,04-07-2019
5175,59,Female,Widowed,0,Postgraduate,Salaried,46.6,356,60.31,10,7.01,27.27,Refinance,Rural,266.85,Plot,1.61,22.41,4,Approved,17-02-2021
5176,21,Female,Single,3,Postgraduate,Salaried,41.09,781,44.82,30,7.82,19.64,Construction,Urban,171.53,Independent House,12.56,42.93,15,Approved,04-05-2020
5177,53,Female,Single,2,Doctorate,Salaried,29.5,311,147.83,15,9.96,21.61,Home Purchase,Urban,119.97,Plot,17.09,39.49,17,Approved,20-04-2023
5178,33,Female,Divorced,1,Doctorate,Self-Employed,31.28,535,58.19,15,9.29,25.22,Home Purchase,Semi-Urban,110.34,Independent House,15.43,31.87,15,Rejected,25-02-2019
5179,31,Other,Married,3,Graduate,Self-Employed,8.66,507,17.08,25,6.59,28.26,Construction,Urban,284.7,Independent House,33.91,44.74,19,Approved,12-06-2025
5180,63,Female,Widowed,3,Postgraduate,Salaried,6.11,798,77.36,30,8.28,16.9,Refinance,Rural,140.28,Independent House,32.3,48.89,13,Rejected,08-02-2022
5181,58,Female,Married,1,Doctorate,Salaried,43.55,306,72.08,20,9.15,22.54,Home Purchase,Urban,159.36,Independent House,17.93,12.79,16,Approved,12-01-2020
5182,55,Other,Divorced,0,High School,Salaried,16.15,418,31.49,25,10.08,8.1,Home Purchase,Urban,239.71,Plot,29.37,40.18,5,Rejected,08-09-2025
5183,45,Male,Single,1,Doctorate,Self-Employed,26.33,690,13.15,25,9.14,21.89,Refinance,Semi-Urban,63.81,Independent House,49.61,22.01,11,Rejected,05-05-2020
5184,56,Male,Married,1,Doctorate,Unemployed,30.08,710,146.76,30,6.97,24.01,Home Purchase,Semi-Urban,205.16,Apartment,9.16,29.34,14,Approved,11-03-2025
5185,55,Male,Divorced,3,Doctorate,Self-Employed,12.1,805,25.33,30,7.35,16.6,Home Purchase,Semi-Urban,82.76,Independent House,6.53,23.45,4,Approved,28-12-2024
5186,46,Female,Widowed,1,Postgraduate,Unemployed,15.8,461,101.31,30,6.81,27.73,Home Purchase,Rural,195.94,Plot,40.93,19.77,12,Approved,18-11-2019
5187,33,Male,Married,1,Postgraduate,Salaried,5.25,344,30.29,10,9.15,12.91,Home Purchase,Rural,226.37,Plot,5.63,46.29,6,Approved,18-01-2021
5188,36,Female,Divorced,4,High School,Salaried,24.65,620,43.12,15,9.63,17.11,Home Purchase,Semi-Urban,297.73,Apartment,25.43,20.64,1,Approved,08-05-2022
5189,46,Other,Divorced,2,Graduate,Self-Employed,27.12,756,8.89,10,8.1,24.5,Home Purchase,Semi-Urban,159.8,Plot,36.2,34.5,5,Rejected,03-05-2024
